SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
2347240,218365,-4,0.0,22500,0.0,0.0,0.0,0.0,0.0,137.34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,55.0,Active,0,0
1594902,148430,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,834.48,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32.0,Active,0,0
2332604,155018,-6,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,43.0,Completed,0,0
1799652,317323,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Completed,0,0
2354830,144297,-1,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2608405,440902,-7,356424.975,450000,0.0,0.0,0.0,0.0,17865.585,18000.0,18000.0,339311.61,356424.975,356424.975,0.0,0,0.0,0.0,13.0,Active,0,0
1806009,415488,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,7.155,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
1739537,263672,-1,10641.015,180000,0.0,0.0,0.0,0.0,2250.0,4500.0,4500.0,10363.23,10641.015,10641.015,0.0,0,0.0,0.0,9.0,Active,0,0
2578042,111058,-5,0.0,0,0.0,0.0,0.0,0.0,0.0,1032.795,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,Active,0,0
1982415,206238,-4,20977.11,135000,0.0,0.0,0.0,0.0,2250.0,4968.0,4968.0,19282.68,20158.11,20158.11,0.0,0,0.0,0.0,1.0,Active,0,0
1900349,225797,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,459.405,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,54.0,Active,0,0
2150075,208643,-1,181938.285,180000,0.0,19544.535,0.0,19544.535,8397.495,9000.0,9000.0,178494.345,181938.285,181938.285,0.0,12,0.0,12.0,11.0,Active,0,0
1985672,380281,-5,0.0,0,0.0,0.0,0.0,0.0,0.0,494.055,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,73.0,Active,0,0
1565409,216500,-4,0.0,157500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2320324,234103,-7,351987.525,450000,0.0,0.0,0.0,0.0,20085.03,22500.0,2897.955,347041.125,351987.525,351987.525,0.0,0,0.0,0.0,3.0,Active,0,0
1916109,262878,-5,300314.88,900000,0.0,0.0,0.0,0.0,16844.4,21600.0,21600.0,287398.845,299644.38,299644.38,0.0,0,0.0,0.0,6.0,Active,0,0
1496965,325115,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,728.145,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
1660593,165574,-6,37963.485,45000,0.0,0.0,0.0,0.0,2250.0,9000.0,9000.0,36543.96,38120.985,38120.985,0.0,0,0.0,0.0,8.0,Active,0,0
1711699,214119,-3,0.0,225000,0.0,35446.5,0.0,35446.5,2250.0,61600.5,61600.5,0.0,0.0,0.0,0.0,3,0.0,3.0,5.0,Active,0,0
1862079,139874,-7,0.0,135000,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Active,0,0
2188865,219020,-1,85156.965,135000,0.0,0.0,0.0,0.0,4395.015,4500.0,4500.0,82061.775,84036.465,84036.465,0.0,0,0.0,0.0,5.0,Active,0,0
1624374,319420,-5,0.0,0,0.0,0.0,0.0,0.0,0.0,298.395,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
2306532,100796,-4,0.0,292500,0.0,0.0,0.0,0.0,0.0,509.175,509.175,0.0,0.0,0.0,0.0,0,0.0,0.0,41.0,Active,0,0
2821408,350096,-5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
1212054,437044,-3,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1922636,401940,-3,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1997693,258531,-4,186705.045,180000,45000.0,45000.0,0.0,0.0,7076.565,7255.665,7255.665,177308.91,183548.79,183548.79,1.0,1,0.0,0.0,11.0,Active,0,0
1982550,289116,-7,232107.705,225000,0.0,5222.205,0.0,5222.205,11653.65,13618.17,13618.17,224677.125,231437.205,231437.205,0.0,2,0.0,2.0,7.0,Active,0,0
2525841,287348,-1,122086.62,135000,0.0,0.0,0.0,0.0,6865.02,9082.125,9082.125,119218.455,122086.62,122086.62,0.0,0,0.0,0.0,8.0,Active,0,0
1005486,269777,-7,0.0,45000,0.0,0.0,0.0,0.0,0.0,3.735,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,59.0,Active,0,0
2305805,184329,-6,797553.0,855000,0.0,0.0,0.0,0.0,42264.765,67500.0,67500.0,777795.705,797553.0,797553.0,0.0,0,0.0,0.0,72.0,Active,0,0
1642352,152002,-7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Completed,0,0
2502806,309694,-7,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,46.0,Completed,0,0
2357860,129148,-3,226257.435,382500,0.0,0.0,0.0,0.0,12327.3,14007.33,14007.33,219938.85,226257.435,226257.435,0.0,0,0.0,0.0,8.0,Active,0,0
1056548,292878,-1,0.0,225000,0.0,0.0,0.0,0.0,2250.0,0.18,0.18,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
2440419,311473,-3,0.0,45000,0.0,0.0,0.0,0.0,0.0,86.76,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
2702693,425342,-4,0.0,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
1257190,251071,-4,0.0,0,0.0,0.0,0.0,0.0,0.0,79207.695,79207.695,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
1531303,243368,-5,131528.97,225000,0.0,0.0,0.0,0.0,6155.46,45000.0,45000.0,125718.795,130560.93,130560.93,0.0,0,0.0,0.0,10.0,Active,0,0
2413836,222627,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53.0,Completed,0,0
2378470,168967,-1,191380.05,180000,2250.0,2250.0,0.0,0.0,9397.8,10350.0,10350.0,179855.775,185283.63,185283.63,3.0,3,0.0,0.0,9.0,Active,0,0
2181480,122315,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,Completed,0,0
1062011,226508,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,134.235,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
2600853,257200,-6,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1729406,437104,-4,204822.81,720000,67500.0,67500.0,0.0,0.0,6905.745,9000.0,9000.0,196614.99,201963.375,201963.375,1.0,1,0.0,0.0,17.0,Active,0,0
1493315,352910,-4,0.0,0,0.0,0.0,0.0,0.0,0.0,2.115,2.115,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1905183,328427,-7,0.0,900000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1437736,120317,-5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,Active,0,0
1130058,416736,-3,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1461271,344086,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.0,Active,0,0
2761594,228504,-4,492902.37,495000,36000.0,50556.15,0.0,14556.15,22766.22,27583.965,2784.78,485665.155,491556.87,491556.87,2.0,19,0.0,17.0,11.0,Active,0,0
1230775,321929,-7,70504.11,337500,0.0,70504.11,0.0,70504.11,0.0,,0.0,70504.11,70504.11,70504.11,0.0,26,0.0,26.0,0.0,Active,0,0
1441790,203891,-1,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2429257,248677,-7,94710.87,180000,0.0,10109.295,0.0,10109.295,5554.665,45000.0,38329.83,93833.91,94710.87,94710.87,0.0,7,0.0,7.0,11.0,Active,0,0
2069077,227521,-1,137096.955,135000,0.0,39858.795,0.0,39858.795,4924.935,5400.0,5400.0,132957.9,135811.395,135811.395,0.0,17,0.0,17.0,10.0,Active,0,0
2319650,377975,-2,764010.63,900000,135000.0,193808.97,0.0,58808.97,29565.135,43085.88,6767.865,752395.095,761319.63,761319.63,3.0,33,0.0,30.0,10.0,Active,0,0
